Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
plcsoufcl,photopic_mars,,text,OU: Value of final correct letter,,,number,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcsoumiss,photopic_mars,,text,OU: Number of misses prior to stopping,,,integer,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcsoulog,photopic_mars,,calc,OU: Log Contrast Sensitivity,"if([plcscmpyn(999)] = '0', [plcsoufcl] - ([plcsoumiss] * 0.04), '')",,,,,,[plcscmpyn(999)] = '0',,LV,,,,
plsc_formstatus_inst,photopic_mars,,descriptive,"<div class=""rich-text-field-label""><div class=""alert alert-secondary mt-3"" role=""alert""> <p><i class=""fas fa-info-circle"">ÿ</i> Please change form status from 'Incomplete' to 'Unverified' when all possible data is entered.</p> </div></div>",,,,,,,,,,,,,
mlcscmpdat,mesopic_mars,,text,Date procedure performed,,,date_mdy,,,,[mlcscmpyn(999)] = '0',,LV,,,,
mlcscmpyn,mesopic_mars,,checkbox,,"999, <em class=""text-danger"">Mesopic Mars not done</em>",,,,,,[mlcscmpdat]='',,LV,,,,
mlsc_container,mesopic_mars,,descriptive,"<div class=""rich-text-field-label""><p>Date Mesotopic Mars performed</p> <p>{mlcscmpdat}</p> <p>{mlcscmpyn}</p></div>",,,,,,,,,,,,,
mlcs_crcid,mesopic_mars,,text,Interviewer code,,,,,,,[mlcscmpyn(999)] = '0',,LV,,,, @hidden-survey
mlcsreasn,mesopic_mars,,notes,"If not completed, why? (explain)",,,,,,,[mlcscmpyn(999)] = '1',,LV,,,,
mlcsodeye,mesopic_mars,,radio,OD Form 1 (eye),"L, <strong>Left eye</strong> | R, <strong>Right eye</strong> | B, <strong>Binocular</strong>",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsodeyev_rw1,mesopic_mars,,checkbox,OD Form 1: Row 1,"C, <strong style=""font-size:1.2em;"">C</strong> (0.04) | H, <strong style=""font-size:1.2em;"">H</strong> (0.08) | V, <strong style=""font-size:1.2em;"">V</strong> (0.12) | O, <strong style=""font-size:1.2em;"">O</strong> (0.16) | S, <strong style=""font-size:1.2em;"">S</strong> (0.20) | N, <strong style=""font-size:1.2em;"">N</strong> (0.24)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsodeyev_rw2,mesopic_mars,,checkbox,OD Form 1: Row 2,"D, <strong style=""font-size:1.2em;"">D</strong> (0.28) | S, <strong style=""font-size:1.2em;"">S</strong> (0.32) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.36) | N, <strong style=""font-size:1.2em;"">N</strong> (0.40) | R, <strong style=""font-size:1.2em;"">R</strong> (0.44) | K, <strong style=""font-size:1.2em;"">K</strong> (0.48)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsodeyev_rw3,mesopic_mars,,checkbox,OD Form 1: Row 3,"N, <strong style=""font-size:1.2em;"">N</strong> (0.52) | D, <strong style=""font-size:1.2em;"">D</strong> (0.56) | R, <strong style=""font-size:1.2em;"">R</strong> (0.60) | H, <strong style=""font-size:1.2em;"">H</strong> (0.64) | V, <strong style=""font-size:1.2em;"">V</strong> (0.68) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.72)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsodeyev_rw4,mesopic_mars,,checkbox,OD Form 1: Row 4,"C, <strong style=""font-size:1.2em;"">C</strong> (0.76) | S, <strong style=""font-size:1.2em;"">S</strong> (0.80) | O, <strong style=""font-size:1.2em;"">O</strong> (0.84) | N, <strong style=""font-size:1.2em;"">N</strong> (0.88) | K, <strong style=""font-size:1.2em;"">K</strong> (0.92) | H, <strong style=""font-size:1.2em;"">H</strong> (0.96)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsodeyev_rw5,mesopic_mars,,checkbox,OD Form 1: Row 5,"K, <strong style=""font-size:1.2em;"">K</strong> (1.00) | N, <strong style=""font-size:1.2em;"">N</strong> (1.04) | V, <strong style=""font-size:1.2em;"">V</strong> (1.08) | D, <strong style=""font-size:1.2em;"">D</strong> (1.12) | S, <strong style=""font-size:1.2em;"">S</strong> (1.16) | R, <strong style=""font-size:1.2em;"">R</strong> (1.20)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsodeyev_rw6,mesopic_mars,,checkbox,OD Form 1: Row 6,"Z, <strong style=""font-size:1.2em;"">Z</strong> (1.24) | R, <strong style=""font-size:1.2em;"">R</strong> (1.28) | D, <strong style=""font-size:1.2em;"">D</strong> (1.32) | K, <strong style=""font-size:1.2em;"">K</strong> (1.36) | H, <strong style=""font-size:1.2em;"">H</strong> (1.40) | O, <strong style=""font-size:1.2em;"">O</strong> (1.44)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsodeyev_rw7,mesopic_mars,,checkbox,OD Form 1: Row 7,"H, <strong style=""font-size:1.2em;"">H</strong> (1.48) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.52) | C, <strong style=""font-size:1.2em;"">C</strong> (1.56) | V, <strong style=""font-size:1.2em;"">V</strong> (1.60) | R, <strong style=""font-size:1.2em;"">R</strong> (1.64) | K, <strong style=""font-size:1.2em;"">K</strong> (1.68)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsodeyev_rw8,mesopic_mars,,checkbox,OD Form 1: Row 8,"S, <strong style=""font-size:1.2em;"">S</strong> (1.72) | C, <strong style=""font-size:1.2em;"">C</strong> (1.76) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.80) | D, <strong style=""font-size:1.2em;"">D</strong> (1.84) | V, <strong style=""font-size:1.2em;"">V</strong> (1.88) | O, <strong style=""font-size:1.2em;"">O</strong> (1.92)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mod_form_container,mesopic_mars,,descriptive,"<div class=""rich-text-field-label""><h5 class=""mt-3""><strong>OD</strong></h5> <table style=""border-collapse: collapse; width: 100%; height: 162px;"" border=""2""> <tbody> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; border-width: 2px; background-color: #ffffff;"">Row</td> <td style=""width: 94.2102%; height: 18px; background-color: #ffffff; vertical-align: bottom; border-width: 2px;""> <table style=""border-collapse: collapse; width: 100.313%; border-style: none;"" border=""0""> <tbody> <tr> <td style=""width: 11.1131%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;""><strong>Form 1</strong></span></td> <td style=""width: 88.8869%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;"">{mlcsodeye:icons}</span></td> </tr> </tbody> </table> </td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; background-color: #ffffff;"">1</td> <td style=""width: 94.2102%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{mlcsodeyev_rw1:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; background-color: #e6e6e6;"">2</td> <td style=""width: 94.2102%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{mlcsodeyev_rw2:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; background-color: #ffffff;"">3</td> <td style=""width: 94.2102%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{mlcsodeyev_rw3:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; background-color: #e6e6e6;"">4</td> <td style=""width: 94.2102%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{mlcsodeyev_rw4:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; background-color: #ffffff;"">5</td> <td style=""width: 94.2102%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{mlcsodeyev_rw5:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; background-color: #e6e6e6;"">6</td> <td style=""width: 94.2102%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{mlcsodeyev_rw6:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; background-color: #ffffff;"">7</td> <td style=""width: 94.2102%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{mlcsodeyev_rw7:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.78976%; height: 18px; background-color: #e6e6e6;"">8</td> <td style=""width: 94.2102%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{mlcsodeyev_rw8:icons}</td> </tr> </tbody> </table></div>",,,,,,,[mlcscmpyn(999)] = '0',,,,,,
mlcsodfcl,mesopic_mars,,text,OD: Value of final correct letter,,,number,,,,[mlcscmpyn(999)] = '0',,LV,,,,
mlcsodmiss,mesopic_mars,,text,OD: Number of misses prior to stopping,,,integer,,,,[mlcscmpyn(999)] = '0',,LV,,,,
mlcsodlog,mesopic_mars,,calc,OD: Log Contrast Sensitivity,"if([mlcscmpyn(999)] = '0', [mlcsodfcl] - ([mlcsodmiss] * 0.04), '')",,,,,,[mlcscmpyn(999)] = '0',,LV,,,,
mlcsoseye,mesopic_mars,,radio,OS Form 2 (eye),"L, <strong>Left eye</strong> | R, <strong>Right eye</strong> | B, <strong>Binocular</strong>",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoseyev_rw1,mesopic_mars,,checkbox,OS Form 2: Row 1,"C, <strong style=""font-size:1.2em;"">C</strong> (0.04) | H, <strong style=""font-size:1.2em;"">H</strong> (0.08) | V, <strong style=""font-size:1.2em;"">V</strong> (0.12) | O, <strong style=""font-size:1.2em;"">O</strong> (0.16) | S, <strong style=""font-size:1.2em;"">S</strong> (0.20) | N, <strong style=""font-size:1.2em;"">N</strong> (0.24)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoseyev_rw2,mesopic_mars,,checkbox,OS Form 2: Row 2,"D, <strong style=""font-size:1.2em;"">D</strong> (0.28) | S, <strong style=""font-size:1.2em;"">S</strong> (0.32) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.36) | N, <strong style=""font-size:1.2em;"">N</strong> (0.40) | R, <strong style=""font-size:1.2em;"">R</strong> (0.44) | K, <strong style=""font-size:1.2em;"">K</strong> (0.48)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoseyev_rw3,mesopic_mars,,checkbox,OS Form 2: Row 3,"N, <strong style=""font-size:1.2em;"">N</strong> (0.52) | D, <strong style=""font-size:1.2em;"">D</strong> (0.56) | R, <strong style=""font-size:1.2em;"">R</strong> (0.60) | H, <strong style=""font-size:1.2em;"">H</strong> (0.64) | V, <strong style=""font-size:1.2em;"">V</strong> (0.68) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.72)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoseyev_rw4,mesopic_mars,,checkbox,OS Form 2: Row 4,"C, <strong style=""font-size:1.2em;"">C</strong> (0.76) | S, <strong style=""font-size:1.2em;"">S</strong> (0.80) | O, <strong style=""font-size:1.2em;"">O</strong> (0.84) | N, <strong style=""font-size:1.2em;"">N</strong> (0.88) | K, <strong style=""font-size:1.2em;"">K</strong> (0.92) | H, <strong style=""font-size:1.2em;"">H</strong> (0.96)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoseyev_rw5,mesopic_mars,,checkbox,OS Form 2: Row 5,"K, <strong style=""font-size:1.2em;"">K</strong> (1.00) | N, <strong style=""font-size:1.2em;"">N</strong> (1.04) | V, <strong style=""font-size:1.2em;"">V</strong> (1.08) | D, <strong style=""font-size:1.2em;"">D</strong> (1.12) | S, <strong style=""font-size:1.2em;"">S</strong> (1.16) | R, <strong style=""font-size:1.2em;"">R</strong> (1.20)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoseyev_rw6,mesopic_mars,,checkbox,OS Form 2: Row 6,"Z, <strong style=""font-size:1.2em;"">Z</strong> (1.24) | R, <strong style=""font-size:1.2em;"">R</strong> (1.28) | D, <strong style=""font-size:1.2em;"">D</strong> (1.32) | K, <strong style=""font-size:1.2em;"">K</strong> (1.36) | H, <strong style=""font-size:1.2em;"">H</strong> (1.40) | O, <strong style=""font-size:1.2em;"">O</strong> (1.44)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoseyev_rw7,mesopic_mars,,checkbox,OS Form 2: Row 7,"H, <strong style=""font-size:1.2em;"">H</strong> (1.48) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.52) | C, <strong style=""font-size:1.2em;"">C</strong> (1.56) | V, <strong style=""font-size:1.2em;"">V</strong> (1.60) | R, <strong style=""font-size:1.2em;"">R</strong> (1.64) | K, <strong style=""font-size:1.2em;"">K</strong> (1.68)",,,,,,,,LH,,,,
mlcsoseyev_rw8,mesopic_mars,,checkbox,OS Form 2: Row 8,"S, <strong style=""font-size:1.2em;"">S</strong> (1.72) | C, <strong style=""font-size:1.2em;"">C</strong> (1.76) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.80) | D, <strong style=""font-size:1.2em;"">D</strong> (1.84) | V, <strong style=""font-size:1.2em;"">V</strong> (1.88) | O, <strong style=""font-size:1.2em;"">O</strong> (1.92)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mos_form_container,mesopic_mars,,descriptive,"<div class=""rich-text-field-label""><h5 class=""mt-3""><strong>OSÿ</strong></h5> <table style=""border-collapse: collapse; width: 100%; height: 162px;"" border=""2""> <tbody> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; border-width: 2px; background-color: #ffffff;"">Row</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom; border-width: 2px;""> <table style=""border-collapse: collapse; width: 100.313%; border-style: none;"" border=""0""> <tbody> <tr> <td style=""width: 11.1131%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;""><strong>Form 2</strong></span></td> <td style=""width: 88.8869%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;"">{mlcsoseye:icons}</span></td> </tr> </tbody> </table> </td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #ffffff;"">1</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{mlcsoseyev_rw1:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #e6e6e6;"">2</td> <td style=""width: 94.0618%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{mlcsoseyev_rw2:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #ffffff;"">3</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{mlcsoseyev_rw3:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #e6e6e6;"">4</td> <td style=""width: 94.0618%; height: 18px; background-color: #e6e6e6; ; vertical-align: bottom;"">{mlcsoseyev_rw4:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #ffffff;"">5</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{mlcsoseyev_rw5:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #e6e6e6;"">6</td> <td style=""width: 94.0618%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{mlcsoseyev_rw6:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #ffffff;"">7</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{mlcsoseyev_rw7:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #e6e6e6;"">8</td> <td style=""width: 94.0618%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{mlcsoseyev_rw8:icons}</td> </tr> </tbody> </table></div>",,,,,,,[mlcscmpyn(999)] = '0',,,,,,
mlcsosfcl,mesopic_mars,,text,OS: Value of final correct letter,,,number,,,,[mlcscmpyn(999)] = '0',,LV,,,,
mlcsosmiss,mesopic_mars,,text,OS: Number of misses prior to stopping,,,integer,,,,[mlcscmpyn(999)] = '0',,LV,,,,
mlcsoslog,mesopic_mars,,calc,OS: Log Contrast Sensitivity,"if([mlcscmpyn(999)] = '0', [mlcsosfcl] - ([mlcsosmiss] * 0.04), '')",,,,,,[mlcscmpyn(999)] = '0',,LV,,,,
mlcsoueye,mesopic_mars,,radio,OU Form 3 (eye),"L, <strong>Left eye</strong> | R, <strong>Right eye</strong> | B, <strong>Binocular</strong>",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoueyev_rw1,mesopic_mars,,checkbox,OU Form 3: Row 1,"C, <strong style=""font-size:1.2em;"">C</strong> (0.04) | H, <strong style=""font-size:1.2em;"">H</strong> (0.08) | V, <strong style=""font-size:1.2em;"">V</strong> (0.12) | O, <strong style=""font-size:1.2em;"">O</strong> (0.16) | S, <strong style=""font-size:1.2em;"">S</strong> (0.20) | N, <strong style=""font-size:1.2em;"">N</strong> (0.24)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoueyev_rw2,mesopic_mars,,checkbox,OU Form 3: Row 2,"D, <strong style=""font-size:1.2em;"">D</strong> (0.28) | S, <strong style=""font-size:1.2em;"">S</strong> (0.32) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.36) | N, <strong style=""font-size:1.2em;"">N</strong> (0.40) | R, <strong style=""font-size:1.2em;"">R</strong> (0.44) | K, <strong style=""font-size:1.2em;"">K</strong> (0.48)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoueyev_rw3,mesopic_mars,,checkbox,OU Form 3: Row 3,"N, <strong style=""font-size:1.2em;"">N</strong> (0.52) | D, <strong style=""font-size:1.2em;"">D</strong> (0.56) | R, <strong style=""font-size:1.2em;"">R</strong> (0.60) | H, <strong style=""font-size:1.2em;"">H</strong> (0.64) | V, <strong style=""font-size:1.2em;"">V</strong> (0.68) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.72)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoueyev_rw4,mesopic_mars,,checkbox,OU Form 3: Row 4,"C, <strong style=""font-size:1.2em;"">C</strong> (0.76) | S, <strong style=""font-size:1.2em;"">S</strong> (0.80) | O, <strong style=""font-size:1.2em;"">O</strong> (0.84) | N, <strong style=""font-size:1.2em;"">N</strong> (0.88) | K, <strong style=""font-size:1.2em;"">K</strong> (0.92) | H, <strong style=""font-size:1.2em;"">H</strong> (0.96)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoueyev_rw5,mesopic_mars,,checkbox,OU Form 3: Row 5,"K, <strong style=""font-size:1.2em;"">K</strong> (1.00) | N, <strong style=""font-size:1.2em;"">N</strong> (1.04) | V, <strong style=""font-size:1.2em;"">V</strong> (1.08) | D, <strong style=""font-size:1.2em;"">D</strong> (1.12) | S, <strong style=""font-size:1.2em;"">S</strong> (1.16) | R, <strong style=""font-size:1.2em;"">R</strong> (1.20)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoueyev_rw6,mesopic_mars,,checkbox,OU Form 3: Row 6,"Z, <strong style=""font-size:1.2em;"">Z</strong> (1.24) | R, <strong style=""font-size:1.2em;"">R</strong> (1.28) | D, <strong style=""font-size:1.2em;"">D</strong> (1.32) | K, <strong style=""font-size:1.2em;"">K</strong> (1.36) | H, <strong style=""font-size:1.2em;"">H</strong> (1.40) | O, <strong style=""font-size:1.2em;"">O</strong> (1.44)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoueyev_rw7,mesopic_mars,,checkbox,OU Form 3: Row 7,"H, <strong style=""font-size:1.2em;"">H</strong> (1.48) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.52) | C, <strong style=""font-size:1.2em;"">C</strong> (1.56) | V, <strong style=""font-size:1.2em;"">V</strong> (1.60) | R, <strong style=""font-size:1.2em;"">R</strong> (1.64) | K, <strong style=""font-size:1.2em;"">K</strong> (1.68)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
mlcsoueyev_rw8,mesopic_mars,,checkbox,OU Form 3: Row 8,"S, <strong style=""font-size:1.2em;"">S</strong> (1.72) | C, <strong style=""font-size:1.2em;"">C</strong> (1.76) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.80) | D, <strong style=""font-size:1.2em;"">D</strong> (1.84) | V, <strong style=""font-size:1.2em;"">V</strong> (1.88) | O, <strong style=""font-size:1.2em;"">O</strong> (1.92)",,,,,,[mlcscmpyn(999)] = '0',,LH,,,,
