Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,qualifier_concept_id,qualifier_source_value,NOTES
Yes,open-source,dietary_survey,radio,diet6,2204,1,diet6_1,2 - 3 times,36308308,,2-3 times,Meas Value,LOINC,Answer,S,LA28443-2,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet6,2205,2,diet6_2,4 or more times,46238128,,4 or more times,Meas Value,LOINC,Answer,S,LA23713-3,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet6,2206,777,diet6_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet7,2208,1,diet7_1,2 - 3 times,36308308,,2-3 times,Meas Value,LOINC,Answer,S,LA28443-2,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet7,2209,2,diet7_2,4 or more times,46238128,,4 or more times,Meas Value,LOINC,Answer,S,LA23713-3,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet7,2210,777,diet7_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet8,2211,0,diet8_0,Very little,45877927,,Very little,Meas Value,LOINC,Answer,S,LA13947-9,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet8,2212,1,diet8_1,Some,45876729,,Some,Meas Value,LOINC,Answer,S,LA14973-4,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet8,2213,2,diet8_2,A lot,45883539,,A lot,Meas Value,LOINC,Answer,S,LA14468-5,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet8,2214,777,diet8_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet9,2216,1,diet9_1,1 - 2,45884526,,1-2,Meas Value,LOINC,Answer,S,LA14352-1,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet9,2217,2,diet9_2,3 or more,45878438,,3 or more,Meas Value,LOINC,Answer,S,LA19812-9,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet9,2218,777,diet9_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via1,2219,1,via1_1,No difficulty,45878948,,No difficulty,Meas Value,LOINC,Answer,S,LA15227-4,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via1,2220,2,via1_2,A little difficulty,45883842,,A little difficulty,Meas Value,LOINC,Answer,S,LA15725-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via1,2221,3,via1_3,Moderate difficulty,45879201,,Moderate difficulty,Meas Value,LOINC,Answer,S,LA15726-5,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via1,2222,4,via1_4,Extreme difficulty,45880767,,Extreme difficulty,Meas Value,LOINC,Answer,S,LA15727-3,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via1,2223,5,via1_5,Unable to do because of eyesight,45879202,,Stopped doing this because of your eyesight,Meas Value,LOINC,Answer,S,LA14735-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via1,2224,777,via1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via2,2225,1,via2_1,No difficulty,45878948,,No difficulty,Meas Value,LOINC,Answer,S,LA15227-4,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via2,2226,2,via2_2,A little difficulty,45883842,,A little difficulty,Meas Value,LOINC,Answer,S,LA15725-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via2,2227,3,via2_3,Moderate difficulty,45879201,,Moderate difficulty,Meas Value,LOINC,Answer,S,LA15726-5,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via2,2228,4,via2_4,Extreme difficulty,45880767,,Extreme difficulty,Meas Value,LOINC,Answer,S,LA15727-3,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via2,2229,5,via2_5,Unable to do because of eyesight,45879202,,Stopped doing this because of your eyesight,Meas Value,LOINC,Answer,S,LA14735-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via2,2230,777,via2_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via3,2231,1,via3_1,No difficulty,45878948,,No difficulty,Meas Value,LOINC,Answer,S,LA15227-4,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via3,2232,2,via3_2,A little difficulty,45883842,,A little difficulty,Meas Value,LOINC,Answer,S,LA15725-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via3,2233,3,via3_3,Moderate difficulty,45879201,,Moderate difficulty,Meas Value,LOINC,Answer,S,LA15726-5,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via3,2234,4,via3_4,Extreme difficulty,45880767,,Extreme difficulty,Meas Value,LOINC,Answer,S,LA15727-3,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via3,2235,5,via3_5,Unable to do because of eyesight,45879202,,Stopped doing this because of your eyesight,Meas Value,LOINC,Answer,S,LA14735-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via3,2236,777,via3_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via4,2237,1,via4_1,Within the past month (anytime less than 1 month ago),45882114,,Within 30 days,Meas Value,LOINC,Answer,S,LA160-4,skos:closeMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via4,2238,2,via4_2,Within the past year (1 month but less than 12 months ago),45883457,,More than 30 days ago but within the past 12 months,Meas Value,LOINC,Answer,S,LA15789-3,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via4,2240,4,via4_4,2 or more years ago,1990160,,More than 2 years ago (more than 105 weeks ago),Meas Value,LOINC,Answer,S,LA32867-6,skos:closeMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via4,2241,777,via4_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via5,2248,7,via5_7,Other,45878142,,Other,Meas Value,LOINC,Answer,S,LA46-8,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via5,2249,777,via5_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via6,2250,1,via6_1,Within the past month (anytime less than 1 month ago),45882114,,Within 30 days,Meas Value,LOINC,Answer,S,LA160-4,skos:closeMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via6,2251,2,via6_2,Within the past year (1 month but less than 12 months ago),45883457,,More than 30 days ago but within the past 12 months,Meas Value,LOINC,Answer,S,LA15789-3,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via6,2253,4,via6_4,2 or more years ago,1990160,,More than 2 years ago (more than 105 weeks ago),Meas Value,LOINC,Answer,S,LA32867-6,skos:closeMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via6,2254,5,via6_5,Never,45876662,,Never,Meas Value,LOINC,Answer,S,LA6270-8,skos:exactMatch,1,,,,
Yes,open-source,ophthalmic_survey,radio,via6,2255,777,via6_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep1,2256,1,pxep1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep1,2257,0,pxep1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep1,2258,777,pxep1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep2,2259,1,pxep2_1,Yes,37079013,,Language other than English,Meas Value,LOINC,Answer,S,LA30188-9,skos:closeMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep2,2260,0,pxep2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep2,2261,777,pxep2_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep3,2262,1,pxep3_1,Very well,45877707,,Very well,Meas Value,LOINC,Answer,S,LA15367-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep3,2263,2,pxep3_2,Well,45877705,,Well,Meas Value,LOINC,Answer,S,LA18365-9,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep3,2264,3,pxep3_3,Not well,45877706,,Not well,Meas Value,LOINC,Answer,S,LA18366-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep3,2265,0,pxep3_0,Not at all,45883172,,Not at all,Meas Value,LOINC,Answer,S,LA6568-5,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep3,2266,777,pxep3_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxep3,2267,555,pxep3_555,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,S,LA12688-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2268,0,pxed1_0,NEVER ATTENDED/KINDERGARTEN ONLY,45883712,,Never attended/kindergarten only,Meas Value,LOINC,Answer,S,LA15606-9,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2269,1,pxed1_1,1ST Grade,45876757,,1st grade,Meas Value,LOINC,Answer,S,LA15607-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2270,2,pxed1_2,2ND Grade,45876392,,2nd grade,Meas Value,LOINC,Answer,S,LA15608-5,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2271,3,pxed1_3,3RD Grade,45883376,,3rd grade,Meas Value,LOINC,Answer,S,LA15609-3,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2272,4,pxed1_4,4TH Grade,45881672,,4th grade,Meas Value,LOINC,Answer,S,LA15610-1,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2273,5,pxed1_5,5TH Grade,45876758,,5th grade,Meas Value,LOINC,Answer,S,LA15611-9,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2274,6,pxed1_6,6TH Grade,45883377,,6th grade,Meas Value,LOINC,Answer,S,LA15612-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2275,7,pxed1_7,7TH Grade,45883713,,7th grade,Meas Value,LOINC,Answer,S,LA15613-5,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2276,8,pxed1_8,8TH Grade,45876759,,8th grade,Meas Value,LOINC,Answer,S,LA15614-3,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2277,9,pxed1_9,9TH Grade,45884460,,9th grade,Meas Value,LOINC,Answer,S,LA15615-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2278,10,pxed1_10,10TH Grade,45876393,,10th grade,Meas Value,LOINC,Answer,S,LA15616-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2279,11,pxed1_11,11TH Grade,45883714,,11th grade,Meas Value,LOINC,Answer,S,LA15617-6,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2280,12,pxed1_12,"12TH Grade, No diploma",45884461,,"12th grade, no diploma",Meas Value,LOINC,Answer,S,LA15618-4,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2281,13,pxed1_13,High School Graduate,45884464,,High school graduate,Meas Value,LOINC,Answer,S,LA15564-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2282,14,pxed1_14,GED or Equivalent,45881673,,GED or equivalent,Meas Value,LOINC,Answer,S,LA15619-2,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2283,15,pxed1_15,"Some College, No degree",45882538,,"Some college, no degree",Meas Value,LOINC,Answer,S,LA15620-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2284,16,pxed1_16,"Associate Degree: Occupational, Technical, or Vocational Program",45881674,,"Associate degree: occupational, technical, or vocational program",Meas Value,LOINC,Answer,S,LA15621-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2285,17,pxed1_17,Associate Degree: Academic Program,45884462,,Associate degree: academic program,Meas Value,LOINC,Answer,S,LA15622-6,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2286,18,pxed1_18,"Bachelor's Degree (Example: BA, AB, BS, BBA)",45884155,,"Bachelor's degree (e.g., BA, AB, BS)",Meas Value,LOINC,Answer,S,LA12460-4,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2287,19,pxed1_19,"Master's Degree (Example: MA, MS, MEng, MEd, MBA)",45878298,,"Master's degree (e.g., MA, MS, MEng, MEd, MSW, MBA)",Meas Value,LOINC,Answer,S,LA12461-2,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2288,20,pxed1_20,"Professional School Degree (Example: MD, DDS, DVM, JD)",45883176,,"Professional school degree (example: MD, DDS, DVM, JD)",Meas Value,LOINC,Answer,S,LA15625-9,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2289,21,pxed1_21,"Doctoral Degree (Example: PhD, EdD)",45884463,,"Doctoral degree (example: PhD, EdD)",Meas Value,LOINC,Answer,S,LA15626-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2290,777,pxed1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxed1,2291,555,pxed1_555,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,S,LA12688-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji1,2292,1,pxji1_1,Very likely,45880190,,Very likely,Meas Value,LOINC,Answer,S,LA15586-3,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji1,2293,2,pxji1_2,Fairly likely,1989775,,Somewhat likely,Meas Value,LOINC,Answer,S,LA33145-6,skos:closeMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji1,2294,3,pxji1_3,Not too likely,1990595,,Somewhat unlikely,Meas Value,LOINC,Answer,S,LA33144-9,skos:closeMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji1,2295,4,pxji1_4,Not at all likely,45877240,,Very unlikely,Meas Value,LOINC,Answer,S,LA15589-7,skos:closeMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji1,2297,555,pxji1_555,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,S,LA12688-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji1,2298,777,pxji1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji1,2299,0,pxji1_0,Not applicable,45882470,,Not applicable,Meas Value,LOINC,Answer,S,LA4720-4,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji2,2300,1,pxji2_1,Very easy,1989852,,Very easy,Meas Value,LOINC,Answer,S,LA33160-5,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji2,2301,2,pxji2_2,Somewhat easy,1989725,,Somewhat easy,Meas Value,LOINC,Answer,S,LA33161-3,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji2,2302,3,pxji2_3,Not easy at all,45884578,,Very difficult,Meas Value,LOINC,Answer,S,LA6575-0,skos:closeMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji2,2303,555,pxji2_555,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,S,LA12688-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji2,2304,777,pxji2_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji2,2305,0,pxji2_0,Not applicable,45882470,,Not applicable,Meas Value,LOINC,Answer,S,LA4720-4,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhi1,2306,1,pxhi1_1,I have a steady place to live,1620541,,I have a steady place to live,Meas Value,LOINC,Answer,S,LA31993-1,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhi1,2307,2,pxhi1_2,"I have a place to live today, but I am worried about losing it in the future",1620991,,"I have a place to live today, but I am worried about losing it in the future",Meas Value,LOINC,Answer,S,LA31994-9,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhi1,2308,0,pxhi1_0,"I do not have a steady place to live (I am temporarily staying with others, in a hotel, in a shelter, living outside on the street, on a beach, in a car, abandoned building, bus or train station, or in a park)",1621285,,"I do not have a steady place to live (I am temporarily staying with others, in a hotel, in a shelter, living outside on the street, on a beach, in a car, abandoned building, bus or train station, or in a park)",Meas Value,LOINC,Answer,S,LA31995-6,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhi1,2309,777,pxhi1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2310,1,pxhi2_1,"Pests such as bugs, ants, or mice",1621241,,"Pests such as bugs, ants, or mice",Meas Value,LOINC,Answer,S,LA31996-4,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2311,2,pxhi2_2,Mold,36307605,,Mold,Meas Value,LOINC,Answer,S,LA28580-1,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2312,3,pxhi2_3,Lead paint or pipes,1621120,,Lead paint or pipes,Meas Value,LOINC,Answer,S,LA31997-2,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2313,4,pxhi2_4,Lack of heat,1620632,,Lack of heat,Meas Value,LOINC,Answer,S,LA31998-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2314,5,pxhi2_5,Oven or stove not working,1620572,,Oven or stove not working,Meas Value,LOINC,Answer,S,LA31999-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2315,6,pxhi2_6,Smoke detectors missing or not working,1620304,,Smoke detectors missing or not working,Meas Value,LOINC,Answer,S,LA32000-4,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2316,7,pxhi2_7,Water leaks,1620583,,Water leaks,Meas Value,LOINC,Answer,S,LA32001-2,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2317,8,pxhi2_8,None of the above,45878802,,None of the above,Meas Value,LOINC,Answer,S,LA9-3,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,pxhi2,2318,777,pxhi2_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa1,2319,1,pxpa1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa1,2320,0,pxpa1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa1,2321,777,pxpa1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa1,2322,555,pxpa1_555,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,S,LA12688-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa2,2323,1,pxpa2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa2,2324,0,pxpa2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa2,2325,777,pxpa2_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa2,2326,555,pxpa2_555,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,S,LA12688-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa3,2327,1,pxpa3_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa3,2328,0,pxpa3_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa3,2329,777,pxpa3_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa3,2330,555,pxpa3_555,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,S,LA12688-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa4,2331,1,pxpa4_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa4,2332,0,pxpa4_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa4,2333,777,pxpa4_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxpa4,2334,555,pxpa4_555,Don't know,45876636,,Don't know,Meas Value,LOINC,Answer,S,LA12688-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic1,2336,0,pxhic1_0,Not Covered,45881114,,Not Covered by Insurance,Meas Value,LOINC,Answer,S,LA10041-4,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic1,2337,999,pxhic1_999,Not Sure,45884425,,Not sure,Meas Value,LOINC,Answer,S,LA12693-0,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic1,2338,777,pxhic1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic2,2340,0,pxhic2_0,Not Covered,45881114,,Not Covered by Insurance,Meas Value,LOINC,Answer,S,LA10041-4,skos:exactMatch,1,,,,
