concept_id,concept_name,domain_id,vocabulary_id,subvocabulary_id,concept_code,PREDICATE_ID,CONFIDENCE,predicate_label,provenance,,Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev Version,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA File Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name (at https://nda.nih.gov/data_structure.html?short_name=moca01)
,50 or more times,Meas Value,AIREADI,px_sdoh_combined_survey,LA15343-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc7,2416,6,pxahc7_6,50 or more times,45884714,,More than 50,Meas Value,LOINC,Answer,S,LA15343-9,0.5,,,10/2,,,,Yes,270101,PX270101070200,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,50 or more times,#REF!,,,,,,,,,,,
,Does not apply to my neighborhood,Meas Value,AIREADI,px_neighborhood_environment_survey,LA14452-9,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_neighborhood_environment_survey,radio,pxne4,2523,88,pxne4_88,Does not apply to my neighborhood,45879146,,Does not apply,Meas Value,LOINC,Answer,S,LA14452-9,0.75,,,10/2,,,,Yes,291201,PX291201040000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,Does not apply to my neighborhood,#REF!,,,,,,,,,,,
,Does not apply to my neighborhood,Meas Value,AIREADI,px_neighborhood_environment_survey,LA14452-9,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_neighborhood_environment_survey,radio,pxne5,2530,88,pxne5_88,Does not apply to my neighborhood,45879146,,Does not apply,Meas Value,LOINC,Answer,S,LA14452-9,0.75,,,10/2,,,,Yes,291201,PX291201050000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,Does not apply to my neighborhood,#REF!,,,,,,,,,,,
,There are no streets or roads in my neighborhood,Observation,AIREADI,px_neighborhood_environment_survey,129685008,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_neighborhood_environment_survey,radio,pxne8,2549,88,pxne8_88,There are no streets or roads in my neighborhood,129685008,,Neighborhood / workplace safety finding,Observation,SNOMED ,Clinical Finding,S,129685008,0.25,,,10/2,,,,Yes,291201,PX291201080000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,There are no streets or roads in my neighborhood,#REF!,,,,,,,,,,,
,6 or more,Meas Value,AIREADI,px_neighborhood_environment_survey,LA14674-8,skos:narrowMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_neighborhood_environment_survey,dropdown,pxne11,2565,6,pxne11_6,6 or more,45879188,,6 or more times,Meas Value,LOINC,Answer,S,LA14674-8,0.75,,,10/2,,,,Yes,291201,,Modified,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,6 or more,#REF!,,,,,,,,,,,
,There are no streets or roads in my neighborhood,Observation,AIREADI,px_neighborhood_environment_survey,129685008,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_neighborhood_environment_survey,radio,pxne12,2572,88,pxne12_88,There are no streets or roads in my neighborhood,129685008,,Neighborhood / workplace safety finding,Observation,SNOMED ,Clinical Finding,S,129685008,0.25,,,10/2,,,,Yes,291201,PX291201120000,Exact,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation,There are no streets or roads in my neighborhood,#REF!,,,,,,,,,,,
,5000 miles or less,Procedure,AIREADI,driving_record,310859004,skos:broadMatch,0,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,driving_record,radio,dri2,2937,1,dri2_1,5000 miles or less,4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,AIREADI,driving_record,,Observation,5000 miles or less,#REF!,,,,,,,,,,,
,"5001 to 10,000 miles",Procedure,AIREADI,driving_record,310859004,skos:broadMatch,0,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,driving_record,radio,dri2,2938,2,dri2_2,"5001 to 10,000 miles",4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,AIREADI,driving_record,,Observation,"5001 to 10,000 miles",#REF!,,,,,,,,,,,
,"10,001 to 15.000 miles",Procedure,AIREADI,driving_record,310859004,skos:broadMatch,0,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,driving_record,radio,dri2,2939,3,dri2_3,"10,001 to 15.000 miles",4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,AIREADI,driving_record,,Observation,"10,001 to 15.000 miles",#REF!,,,,,,,,,,,
,"15,001 to 20,000 miles",Procedure,AIREADI,driving_record,310859004,skos:broadMatch,0,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,driving_record,radio,dri2,2940,4,dri2_4,"15,001 to 20,000 miles",4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,AIREADI,driving_record,,Observation,"15,001 to 20,000 miles",#REF!,,,,,,,,,,,
,"More than 20,000 miles",Procedure,AIREADI,driving_record,310859004,skos:broadMatch,0,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,driving_record,radio,dri2,2941,5,dri2_5,"More than 20,000 miles",4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,AIREADI,driving_record,,Observation,"More than 20,000 miles",#REF!,,,,,,,,,,,
,Demonstration of use performed,Procedure,AIREADI,device_distribution,409073007,skos:broadMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,device_distribution,radio,dvenvcrcid,2945,1,dvenvcrcid_1,Demonstration of use performed,4254480,,Education,Procedure,SNOMED,Procedure,S,409073007,0.5,,,10/2,,,,,,,,AIREADI,device_distribution,,Device,Demonstration of use performed,#REF!,,,,,,,,,,,
,Demonstration of use NOT performed,Procedure,AIREADI,device_distribution,409073007,skos:broadMatch,0.25,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,device_distribution,radio,dvenvcrcid,2946,2,dvenvcrcid_2,Demonstration of use NOT performed,4254480,,Education,Procedure,SNOMED,Procedure,S,409073007,0.25,,,10/2,,,,,,,,AIREADI,device_distribution,,Device,Demonstration of use NOT performed,#REF!,,,,,,,,,,,
,Puff,Device,AIREADI,current_medications,463710006,skos:broadMatch,0.75,,,,Changed,3/29/2024,Yes,Yes,protected,Yes,,current_medications,dropdown,cmdosu,3018,13,cmdosu_13,Puff,45758813,,Metered dose inhaler,Device,SNOMED,Physical Object,S,463710006,0.75,,,10/2,,,,,,,,AIREADI,current_medications,,Device,Puff,#REF!,,,,,,,,,,,
,EVA,Measurement,AIREADI,bcva,79908-0,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,bcva,radio,viaomthd,3035,1,viaomthd_1,EVA,21495306,,Type of Visual acuity exam method,Measurement,LOINC,Clinical Observation,S,79908-0,0.25,,,10/2,,,,,,,,AIREADI,bcva,,Measurement,EVA,#REF!,,,,,,,,,,,
,Not an Adverse Event,Meas Value,AIREADI,disposition,LA7266-5,skos:relatedMatch,0.75,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,radio,uppdaeot2,3345,999,uppdaeot2_999,Not an Adverse Event,45884383,,Adverse event,Meas Value,LOINC,Answer,S,LA7266-5,0.75,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Not an Adverse Event,#REF!,,,,,,,,,,,
,Did not meet Inclusion/Exclusion criteria,Meas Value,AIREADI,disposition,LA24349-5,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,radio,eos_dsdecod,3346,1,eos_dsdecod_1,Did not meet Inclusion/Exclusion criteria,36310644,,Does not meet diagnostic threshold,Meas Value,LOINC,Answer,S,LA24349-5,0.5,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Did not meet Inclusion/Exclusion criteria,#REF!,,,,,,,,,,,
,Withdrawal by Subject,Meas Value,AIREADI,disposition,LA30915-5,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,radio,eos_dsdecod,3348,3,eos_dsdecod_3,Withdrawal by Subject,36662359,,Person refused.,Meas Value,LOINC,Answer,S,LA30915-5,0.5,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Withdrawal by Subject,#REF!,,,,,,,,,,,
,Geographic Inaccessibility,Observation,AIREADI,disposition,183928007,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,radio,eos_dsdecod,3349,4,eos_dsdecod_4,Geographic Inaccessibility,4081426,,Residence remote from medical care,Observation,SNOMED,Context-dependent,S,183928007,0.5,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Geographic Inaccessibility,#REF!,,,,,,,,,,,
,Currently enrolled in a conflicting study,Observation,AIREADI,disposition,309032007,skos:broadMatch,0.25,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,radio,eos_dsdecod,3351,6,eos_dsdecod_6,Currently enrolled in a conflicting study,4204933,,Research administrative status,Observation,SNOMED,Clinical Finding,S,309032007,0.25,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Currently enrolled in a conflicting study,#REF!,,,,,,,,,,,
,Protocol Deviation,Observation,AIREADI,disposition,309032007,skos:broadMatch,0.25,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,radio,eos_dsdecod,3354,9,eos_dsdecod_9,Protocol Deviation,4204933,,Research administrative status,Observation,SNOMED,Clinical Finding,S,309032007,0.25,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Protocol Deviation,#REF!,,,,,,,,,,,
,Individual was under age 40,Meas Value,AIREADI,disposition,LA31987-3,skos:relatedMatch,0.75,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,checkbox,eos_dsdecodie,3356,1,eos_dsdecodie_1,Individual was under age 40,1620925,,Under 45 years,Meas Value,LOINC,Answer,S,LA31987-3,0.75,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Individual was under age 40,#REF!,,,,,,,,,,,
,Individual is not needed at this time for recruitment goals,Observation,AIREADI,disposition,444734003,skos:broadMatch,0.25,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,checkbox,eos_dsdecodie,3358,3,eos_dsdecodie_3,Individual is not needed at this time for recruitment goals,40480675,,Does not meet eligibility criteria for clinical trial,Observation,SNOMED,Clinical Finding,S,444734003,0.25,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Individual is not needed at this time for recruitment goals,#REF!,,,,,,,,,,,
,Individual had Type 1 Diabetes,Meas Value,AIREADI,disposition,LA10551-2,skos:relatedMatch,0.75,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,checkbox,eos_dsdecodie,3359,4,eos_dsdecodie_4,Individual had Type 1 Diabetes,45883360,,Diabetes Type 1,Meas Value,LOINC,Answer,S,LA10551-2,0.75,,,10/2,,,,,,,,AIREADI,disposition,,Observation,Individual had Type 1 Diabetes,#REF!,,,,,,,,,,,
,In Person (Baseline),Observation,AIREADI,disposition,453701000124103,skos:closeMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,,disposition,radio,eos_dsvst,3363,2,eos_dsvst_2,In Person (Baseline),764337,,In-person encounter,Observation,SNOMED,Procedure,S,453701000124103,0.5,,,10/2,,,,,,,,AIREADI,disposition,,Observation,In Person (Baseline),#REF!,,,,,,,,,,,
,OptoMed-Disc centered-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtop_odd,,OptoMed-Disc centered-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,OptoMed-Disc centered-CFP,#REF!,,,,,,,,,,,
,OptoMed-Mac centered-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtop_odm,,OptoMed-Mac centered-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,OptoMed-Mac centered-CFP,#REF!,,,,,,,,,,,
,Eidon-UWF Central-IR,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtei_odir,,Eidon-UWF Central-IR,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Central-IR,#REF!,,,,,,,,,,,
,Eidon-UWF Central-FAF,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtei_odfaf,,Eidon-UWF Central-FAF,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Central-FAF,#REF!,,,,,,,,,,,
,Eidon-UWF Central-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtsm_odc,,Eidon-UWF Central-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Central-CFP,#REF!,,,,,,,,,,,
,Eidon-UWF Nasal-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtsm_odn,,Eidon-UWF Nasal-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Nasal-CFP,#REF!,,,,,,,,,,,
,Eidon-UWF Temporal-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtsm_odt,,Eidon-UWF Temporal-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Temporal-CFP,#REF!,,,,,,,,,,,
,Eidon-Create Mosaic Image-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtsm_odm,,Eidon-Create Mosaic Image-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-Create Mosaic Image-CFP,#REF!,,,,,,,,,,,
,Spec-ONH-RC-HR-OCT,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtso_odo,,Spec-ONH-RC-HR-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Spec-ONH-RC-HR-OCT,#REF!,,,,,,,,,,,
,Spec-PPole Mac-HR-61 lines-OCT,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtso_odp,,Spec-PPole Mac-HR-61 lines-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Spec-PPole Mac-HR-61 lines-OCT,#REF!,,,,,,,,,,,
,Spec-Mac-20x20-HS-512 lines-OCTA,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtso_odm,,Spec-Mac-20x20-HS-512 lines-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Spec-Mac-20x20-HS-512 lines-OCTA,#REF!,,,,,,,,,,,
,Cirrus-Mac Cube-512x128-OCT,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtci_odm1,,Cirrus-Mac Cube-512x128-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Cirrus-Mac Cube-512x128-OCT,#REF!,,,,,,,,,,,
,Cirrus-Disc Cube-200x200-OCT,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtci_odd1,,Cirrus-Disc Cube-200x200-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Cirrus-Disc Cube-200x200-OCT,#REF!,,,,,,,,,,,
,Cirrus-Macula 6x6-OCTA,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtci_odm2,,Cirrus-Macula 6x6-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Cirrus-Macula 6x6-OCTA,#REF!,,,,,,,,,,,
,Cirrus-Disc 6x6-OCTA,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtci_odd2,,Cirrus-Disc 6x6-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Cirrus-Disc 6x6-OCTA,#REF!,,,,,,,,,,,
,M2-3D Wide(H) 12x9-OCT,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtma_odw,,M2-3D Wide(H) 12x9-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,M2-3D Wide(H) 12x9-OCT,#REF!,,,,,,,,,,,
,M2-3D Macula 6x6-OCT,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtma_odm,,M2-3D Macula 6x6-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,M2-3D Macula 6x6-OCT,#REF!,,,,,,,,,,,
,M2-Mac 6x6-360x360-(rep3)-OCTA,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtma_odm1,,M2-Mac 6x6-360x360-(rep3)-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,M2-Mac 6x6-360x360-(rep3)-OCTA,#REF!,,,,,,,,,,,
,Triton-3D(H)+Radial 12x9-OCT,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rttr_odr,,Triton-3D(H)+Radial 12x9-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Triton-3D(H)+Radial 12x9-OCT,#REF!,,,,,,,,,,,
,Triton-Macula 6x6-OCTA,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rttr_odm1,,Triton-Macula 6x6-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Triton-Macula 6x6-OCTA,#REF!,,,,,,,,,,,
,Triton-Macula 12x12-OCTA,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rttr_odm2,,Triton-Macula 12x12-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Triton-Macula 12x12-OCTA,#REF!,,,,,,,,,,,
,FLIO-Mac-HS,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtfl_od,,FLIO-Mac-HS,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,FLIO-Mac-HS,#REF!,,,,,,,,,,,
,OptoMed-Disc centered-CFP ,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtop_osd,,OptoMed-Disc centered-CFP ,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,OptoMed-Disc centered-CFP ,#REF!,,,,,,,,,,,
,OptoMed-Mac centered-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtop_osm,,OptoMed-Mac centered-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,OptoMed-Mac centered-CFP,#REF!,,,,,,,,,,,
,Eidon-UWF Central-IR,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtei_osir,,Eidon-UWF Central-IR,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Central-IR,#REF!,,,,,,,,,,,
,Eidon-UWF Central-FAF,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtei_osfaf,,Eidon-UWF Central-FAF,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Central-FAF,#REF!,,,,,,,,,,,
,Eidon-UWF Central-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtsm_osc,,Eidon-UWF Central-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Central-CFP,#REF!,,,,,,,,,,,
,Eidon-UWF Nasal-CFP,Meas Value,AIREADI,retinal_imaging_v2,LA20770-6,skos:relatedMatch,0.5,,,,Added,9/5/2023,Yes,Yes,open-source,Yes,,retinal_imaging_v2,yesno,,,rtsm_osn,,Eidon-UWF Nasal-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,AIREADI,retinal_imaging_v2,,Procedure,Eidon-UWF Nasal-CFP,#REF!,,,,,,,,,,,
